,Brand,Model,if 1-3 days\ euro per day,Locations,Contact person
1038,Bentley,Cabriolet,1250,"Frankfurt, Germany",
1039,Audi,R8 V10 Performance Coupé,850,,
1040,Audi,R8 V10 Performance Spider,850,,
1041,Audi,RS6 Avant 2023,865,,
1042,BMW,740d M xDrive 2024,600,,
1043,BMW,M3 xDrive Comp. 2023,625,,
1044,BMW,M4 xDrive Comp. Cabrio 2023,500,,
1045,BMW,M4 xDrive Comp. Coupé 2023,500,,
1046,BMW,M8 Gran Coupé Competition 2022,710,,
1047,BMW,X7 40d M xDrive 2023,850,,
1048,Corvette,C8 2023,400,,
1049,Ferrari,F8 Tributo,1500,,
1050,Lamborghini,Huracan EVO Coupé 2023,1350,,
1051,Lamborghini,Huracan Spyder,1500,,
1052,Mercedes-Benz,G63 AMG,1250,,
1053,Mercedes-Benz,GT63 AMG 4door,1150,,
1054,Mercedes-Benz,SL63 AMG Roadster,1000,,
1055,Mercedes-Benz,V300d AMG Line,350,,
1056,Nissan,GT-R R35 2021,1050,,
1057,Porsche,911 992 Carrera S Coupé,1000,,
1058,Ferrari,Portofino,1250,Portugal,Max    Tomas
1059,Ferrari,296 GTB,1700,Portugal,Max    Tomas
1060,Ferrari,812,2500,Portugal,Max    Tomas
1061,Ferrari,F8 Spider,1750,Portugal,Max    Tomas
1062,Ferrari,488 Spider,1750,Portugal,Max    Tomas
1063,BMW,M4,1252,Portugal,Max    Tomas
1064,Ford,Mustang 5.0 Cabrio,300,Portugal,Max    Tomas
1065,Lamborghini,Coupe,6500,Portugal,Max    Tomas
1066,Lamborghini,Evo Spider,1500,Portugal,Max    Tomas
1067,Lamborghini,Urus,1450,Portugal,Max    Tomas
1068,McLaren,570S,2425,Portugal,Max    Tomas
1069,Audi,R8 V10,850,Portugal,Max    Tomas
1070,Mercedes,G63 AMG,1250,Portugal,Max    Tomas
1071,Mercedes,AMG GT 53,575,Portugal,Max    Tomas
1072,Porsche,Taycan 4S,725,Portugal,Max    Tomas
1073,Porsche,911 S 992,1700,Portugal,Max    Tomas
1074,Porsche,911 Carrera S 992 Cabrio,2250,Portugal,Max    Tomas
1075,Porsche,718 Boxster S,400,Portugal,Max    Tomas
1076,Nissan,GT-R,750,Portugal,Max    Tomas
1077,Porsche,Cayenne Coupe GTS,800,Portugal,Max    Tomas
1078,BMW,X7 M60i,575,Portugal,Max    Tomas
1079,BMW,iX3 M Sport,375,Portugal,Max    Tomas
1080,Mercedes,Benz V300 Executive AMG,350,Portugal,Max    Tomas
1081,Audi,Q8,525,"Saloniki, Greece",IOANNIS K
1082,BMW,X5,1250,"Saloniki, Greece",IOANNIS K
1083,BMW,X6,400,"Saloniki, Greece",IOANNIS K
1084,BMW,X7,625,"Saloniki, Greece",IOANNIS K
1085,Mercedes-Benz,GLC,390,"Saloniki, Greece",IOANNIS K
1086,Mercedes-Benz,GLE,650,"Saloniki, Greece",IOANNIS K
1087,Mercedes-Benz,G Class,1000,"Saloniki, Greece",IOANNIS K
1088,Maserati,Levante,500,"Saloniki, Greece",IOANNIS K
1089,Mustang,Mach E,350,"Saloniki, Greece",IOANNIS K
1090,Range Rover,Sport,525,"Saloniki, Greece",IOANNIS K
1091,Range Rover,Vogue,600,"Saloniki, Greece",IOANNIS K
1092,Porsche,Cayenne Coupe,800,"Saloniki, Greece",IOANNIS K
1093,Porsche,Cayenne,400,"Saloniki, Greece",IOANNIS K
1094,Audi,E-Tron GT Electric,765,"Saloniki, Greece",IOANNIS K
1095,Bentley,Continental Flying Spur,1275,"Saloniki, Greece",IOANNIS K
1096,BMW,7 Series,525,"Saloniki, Greece",IOANNIS K
1097,Mercedes-Benz,S Class,1300,"Saloniki, Greece",IOANNIS K
1098,Rolls Royce,Ghost,1800,"Saloniki, Greece",IOANNIS K
1099,Porsche,Taycan 4S Electric,725,"Saloniki, Greece",IOANNIS K
1100,Audi,R8,1100,"Saloniki, Greece",IOANNIS K
1101,Audi,R8 Spider,1100,"Saloniki, Greece",IOANNIS K
1102,Lamborghini,Huracan,1350,"Saloniki, Greece",IOANNIS K
1103,Ferrari,California,500,"Saloniki, Greece",IOANNIS K
1104,Porsche,911 S Cabrio,650,"Saloniki, Greece",IOANNIS K
1105,Porsche,911 Turbo S Cabrio,1300,"Saloniki, Greece",IOANNIS K
1106,Ford,Mustang GT 5.0 V8,300,Hungary,Kiss Martin
1107,Chevrolet,Corvette C8,400,Hungary,Kiss Martin
1108,BMW,M3 Competition,400,Hungary,Kiss Martin
1109,McLaren,650S Spider,1675,Hungary,Kiss Martin
1110,Ferrari,California T,500,Hungary,Kiss Martin
1111,Ferrari,F12 Berlinetta,1900,Hungary,Kiss Martin
1112,McLaren,GT,1100,Hungary,Kiss Martin
1113,Lamborghini,Huracan LP 610-4,1265,Hungary,Kiss Martin
1114,Maserati,GranCabrio Sport V8,900,Hungary,Kiss Martin
1115,Porsche,718 Cayman S,450,Hungary,Kiss Martin
1116,Porsche,911 Carrera S4,2250,Hungary,Kiss Martin
1117,Chevrolet,Corvette C7 Stingray,300,Hungary,Kiss Martin
1118,Dodge,Challenger HEMI,350,Hungary,Kiss Martin
1119,BMW,M2 Competition,350,Hungary,Kiss Martin
1120,Range Rover,Sport 2022,525,Portugal ,Antonio Jorge Ptc
1121,Range Rover,Sport 2024,525,Portugal ,Antonio Jorge Ptc
1122,Range Rover,HSE 2024,600,Portugal ,Antonio Jorge Ptc
1123,Land Rover,Defender 2024 7 seats,575,Portugal ,Antonio Jorge Ptc
1124,BMW,X5,1250,Portugal ,Antonio Jorge Ptc
1125,Audi,Q8,525,Portugal ,Antonio Jorge Ptc
1126,Audi,SQ7 7 seats,900,Portugal ,Antonio Jorge Ptc
1127,Jeep,Wrangler,425,Portugal ,Antonio Jorge Ptc
1128,BMW,8 Cabrio,750,Portugal ,Antonio Jorge Ptc
1129,Mercedes,SLC 43 AMG,400,Portugal ,Antonio Jorge Ptc
1130,Porsche,992 4S Cabrio,950,Portugal ,Antonio Jorge Ptc
1131,Lamborghini,Huracan Spyder,1500,Portugal ,Antonio Jorge Ptc
1132,Bentley,GTC Mulliner,1750,Portugal ,Antonio Jorge Ptc
1133,BMW,i4 eDrive40 M Sport,300,UK,Hamza A
1134,Mercedes,E220CDi AMG Line Saloon,400,UK,Hamza A
1135,BMW,X5 30d M Sport,1300,UK,Hamza A
1136,VW,ProShuttle Exec 9,300,UK,Hamza A
1137,Tesla,Model Y Performance,325,UK,Hamza A
1138,BMW,i4 M50,375,UK,Hamza A
1139,Land Rover,Defender D300 130 X-Dynamic 8-Seater,575,UK,Hamza A
1140,Range Rover,Sport MY23 P400/D350 Autobiography,1450,UK,Hamza A
1141,Land Rover,Defender P400 X 7-Seater,575,UK,Hamza A
1142,Rolls Royce,Cullinan SUV 6.75 Auto,2000,UK,Hamza A
1143,Range Rover,Sport MY23 D300 SE,1450,UK,Hamza A
1144,Mini Cooper,S Exclusive Convertible Auto,225,UK,Hamza A
1145,Land Rover,Defender P525 110 V8 SW,575,UK,Hamza A
1146,BMW,M3 Competition Touring,400,UK,Hamza A
1147,VW,Caravelle Hi-Line Exec lwb DSG 7,250,UK,Hamza A
1148,BMW,X5M Competition,1350,UK,Hamza A
1149,Land Rover,Defender 110 D250/300 Commercial /X-Dynamic S(E),375,UK,Hamza A
1150,Range Rover,MY22 D300 SWB,500,UK,Hamza A
1151,Range Rover,MY22 Sport P440e 3.0 Dynamic SE,500,UK,Hamza A
1152,Range Rover,MY22 D350 HSE,500,UK,Hamza A
1153,VW,Golf 1.5 eTSI R Line DSG Mk8,300,UK,Hamza A
1154,Range Rover,MY23 LWB 5 - Seater,500,UK,Hamza A
1155,VW,Multivan DSG150 LWB 7 seat conference,250,UK,Hamza A
1156,Land Rover,Defender D300 110 X Dynamic SE/HSE,575,UK,Hamza A
1157,VW,Tiguan 2.0 TDI R Line 5dr DSG,225,UK,Hamza A
1158,VW,Crafter CR35 Trendline DSG Busi pack,225,UK,Hamza A
1159,Porsche,911 Carrera S 992 cabrio,2250,UK,Hamza A
1160,Porsche,718 Boxster S,400,UK,Hamza A
1161,Nissan,GT-R,750,UK,Hamza A
1162,Porsche,Cayenne Coupe GTS,800,UK,Hamza A
1163,BMW,X7 M60i,575,UK,Hamza A
1164,BMW,iX3 M Sport,375,UK,Hamza A
1165,Mercedes Benz,V300 Executive AMG,350,UK,Hamza A
1166,Mercedes-Benz,C Class W205,225,,
1167,BMW,Series 3 G20 318i,425,,
1168,BMW,Series 3 G20 320d,200,,
1169,Mercedes-Benz,C Class W206,225,,
1170,Mercedes-Benz,CLA 220d AMG,500,,
1171,BMW,Series 5 G30 520d Grey,200,,
1172,BMW,Series 5 G30 520d Alpine White,200,,
1173,BMW,Series 5 G30 520d X-Drive,200,,
1174,Mercedes-Benz,E Class E220d Exclusive,400,,
1175,Mercedes-Benz,E Class E220d AMG,400,,
1176,Mercedes-Benz,CLS,1000,,
1177,Volvo,S90,300,,
1178,Mercedes-Benz,GLC 200d,300,,
1179,Audi,Q5 Quattro Advanced,225,,
1180,BMW,X3 Facelift,250,,
1181,BMW,X4,300,,
1182,Porsche,Macan 2.0 Turbo,475,,
1183,Mercedes-Benz,CLA 45 AMG,400,,
1184,Audi,RS Q3,550,,
1185,BMW,X5,1250,,
1186,Mercedes-Benz,GLE 300 d,425,,
1187,Range Rover,Velar,650,,
1188,Range Rover,Sport,525,,
1189,Volvo,XC90,300,,
1190,Mercedes-Benz,GLE Coupe,425,,
1191,Mercedes-Benz,GLS,1100,,
1192,Porsche,Cayenne,400,,
1193,Porsche,Cayenne Coupe,800,,
1194,Porsche,Panamera 4 Sport ,575,,
1195,Mercedes-Benz,V-Class Avantgarde Extra Long,350,,
1196,Porsche,911 Carrera GTS Cabriolet,875,"Geneve, Zurich, Switzerland",
1197,Mercedes,AMG SL63,1000,"Geneve, Zurich, Switzerland",
1198,Ferrari,488 Spider,1750,"Geneve, Zurich, Switzerland",
1199,Lamborghini,Huracan Spider,1500,"Geneve, Zurich, Switzerland",
1200,Ferrari,F8 Tributo Spider,1500,"Geneve, Zurich, Switzerland",
1201,Lamborghini,Huracan Tecnica Spider,1400,"Geneve, Zurich, Switzerland",
1202,BMW,M440i xDrive Cabriolet,375,"Geneve, Zurich, Switzerland",
1203,Porsche,Boxster 718 GTS 4.0,400,"Geneve, Zurich, Switzerland",
1204,BMW,745Le xDrive Hybrid,650,"Geneve, Zurich, Switzerland",
1205,BMW,730Ld xDrive,950,"Geneve, Zurich, Switzerland",
1206,Mercedes,S350d,850,"Geneve, Zurich, Switzerland",
1207,Mercedes,V250d Advantage,400,"Geneve, Zurich, Switzerland",
1208,Mercedes,EQV 300 (electric),425,"Geneve, Zurich, Switzerland",
1209,Mini,Cooper 5 doors,225,"Geneve, Zurich, Switzerland",
1210,BMW,118i,225,"Geneve, Zurich, Switzerland",
1211,Mercedes,A 220 4Matic,200,"Geneve, Zurich, Switzerland",
1212,Mini,Countryman,225,"Geneve, Zurich, Switzerland",
1213,Range Rover,Evoque,1550,"Geneve, Zurich, Switzerland",
1214,Porsche,Macan,350,"Geneve, Zurich, Switzerland",
1215,Tesla,Model Y,300,"Geneve, Zurich, Switzerland",
1216,Tesla,Model X,350,"Geneve, Zurich, Switzerland",
1217,BMW,X5 xDrive 40i,1300,"Geneve, Zurich, Switzerland",
1218,BMW,X7 xDrive 40i,850,"Geneve, Zurich, Switzerland",
1219,Range Rover,Sport 3.0 I6D HSE Dynamic,500,"Geneve, Zurich, Switzerland",
1220,Mercedes,GLS 400 – 450,900,"Geneve, Zurich, Switzerland",
1221,Porsche,Cayenne GTS,600,"Geneve, Zurich, Switzerland",
1222,Range Rover,5.0 V8 SC Autobiography,550,"Geneve, Zurich, Switzerland",
1223,Range Rover,Vogue D350,600,"Geneve, Zurich, Switzerland",
1224,Mercedes,G63 AMG,1250,"Geneve, Zurich, Switzerland",
1225,Lamborghini,Urus,1450,"Geneve, Zurich, Switzerland",
1226,Range Rover,Sport,525,"UK, Edinburgh, Dublin",Nikoletta
1227,Range Rover,Vogue,600,"UK, Edinburgh, Dublin",Nikoletta
1228,Range Rover,SVR,600,"UK, Edinburgh, Dublin",Nikoletta
1229,Land Rover,Defender,575,"UK, Edinburgh, Dublin",Nikoletta
1230,BMW,X5,1250,"UK, Edinburgh, Dublin",Nikoletta
1231,BMW,4 Series Cabrio,325,"UK, Edinburgh, Dublin",Nikoletta
1232,Audi,SQ8,900,"UK, Edinburgh, Dublin",Nikoletta
1233,Audi,R8 Spider,1100,"UK, Edinburgh, Dublin",Nikoletta
1234,Mercedes,GLS 400,900,"UK, Edinburgh, Dublin",Nikoletta
1235,Mercedes,G63 AMG,1250,"UK, Edinburgh, Dublin",Nikoletta
1236,Mercedes,E63 AMG,775,"UK, Edinburgh, Dublin",Nikoletta
1237,Bentley,GTC,1850,"UK, Edinburgh, Dublin",Nikoletta
1238,Bentley,Bentayga,1750,"UK, Edinburgh, Dublin",Nikoletta
1239,Rolls Royce,Cullinan,2000,"UK, Edinburgh, Dublin",Nikoletta
1240,Rolls Royce,Dawn,2300,"UK, Edinburgh, Dublin",Nikoletta
1241,Rolls Royce,Ghost,1800,"UK, Edinburgh, Dublin",Nikoletta
1242,Lamborghini,Urus,1450,"UK, Edinburgh, Dublin",Nikoletta
1243,Lamborghini,Huracan Evo Spider,1500,"UK, Edinburgh, Dublin",Nikoletta
1244,Lamborghini,Performante Spider,1900,"UK, Edinburgh, Dublin",Nikoletta
1245,Lamborghini,Aventador S,2225,"UK, Edinburgh, Dublin",Nikoletta
1246,Ferrari,Portofino,1250,"UK, Edinburgh, Dublin",Nikoletta
1247,Ferrari,488 Spider,1750,"UK, Edinburgh, Dublin",Nikoletta
1248,Ferrari,F8 Spider,1750,"UK, Edinburgh, Dublin",Nikoletta
1249,Mercedes ,CLA 45s Look  ,375,,
1250,Mercedes ,CLA 180,200,,
1251,Mercedes ,V-class Maybach ,1350,"Budapest, Hungary",Rasim
1252,Aston Martin,DBS,1750,"Hungary, Budapest,",Gerd
1253,Aston Martin,DBX707,1500,"Hungary, Budapest,",Gerd
1254,Audi,R8 Spyder Performance,1100,"Hungary, Budapest,",Gerd
1255,Audi,RS6,865,"Hungary, Budapest,",Gerd
1256,Bentley,Flying Spur,1300,"Hungary, Budapest,",Gerd
1257,Bentley,GT Continental,1650,"Hungary, Budapest,",Gerd
1258,Bentley,Bentayga V8 S,1050,"Hungary, Budapest,",Gerd
1259,BMW,M5 Competition,600,"Hungary, Budapest,",Gerd
1260,Ferrari,F8 Spider,1750,"Hungary, Budapest,",Gerd
1261,Ferrari,296 GTB,1700,"Hungary, Budapest,",Gerd
1262,Ferrari,296 GTS,1850,"Hungary, Budapest,",Gerd
1263,Ferrari,SF90 Stradale,2500,"Hungary, Budapest,",Gerd
1264,Ferrari,SF90 Spider,2400,"Hungary, Budapest,",Gerd
1265,Ferrari,Purosangue ,2550,"Hungary, Budapest,",Gerd
1266,Lamborghini,Huracan Coupe,875,"Hungary, Budapest,",Gerd
1267,Lamborghini,Huracan Spyder,1500,"Hungary, Budapest,",Gerd
1268,Lamborghini,Aventador Roadster,4375,"Hungary, Budapest,",Gerd
1269,Lamborghini,Urus,1450,"Hungary, Budapest,",Gerd
1270,Lamborghini,Urus S,1450,"Hungary, Budapest,",Gerd
1271,Maybach,GLS,1100,"Hungary, Budapest,",Gerd
1272,Mercedes,G63 AMG,1250,"Hungary, Budapest,",Gerd
1273,Mercedes,SL63 AMG,1000,"Hungary, Budapest,",Gerd
1274,Mercedes,S63 AMG e-Performance,1250,"Hungary, Budapest,",Gerd
1275,Mercedes,S580 4Matic,650,"Hungary, Budapest,",Gerd
1276,Mercedes,EQS 580 4Matic,700,"Hungary, Budapest,",Gerd
1277,Mercedes,EQS Limo,600,"Hungary, Budapest,",Gerd
1278,McLaren,570S Spider Novitec,1125,"Hungary, Budapest,",Gerd
1279,Rolls Royce,Wraith,2500,"Hungary, Budapest,",Gerd
1280,Porsche,911 Carrera 4 GTS,850,"Hungary, Budapest,",Gerd
1281,Porsche,Cayman GT4,550,"Hungary, Budapest,",Gerd
1282,Ferrari,488 Spyder,1750,Portugal,Vladimiro
1283,Lamborghini,Huracan,1550,Portugal,Vladimiro
1284,Lamborghini,Urus,1450,Portugal,Vladimiro
1285,Aston Martin,1/175,1500,Portugal,Vladimiro
1286,Mercedes,G63 AMG,1250,Portugal,Vladimiro
1287,Mercedes,C63 S Cabrio,500,Portugal,Vladimiro
1288,Audi,R8,1100,Portugal,Vladimiro
1289,Audi,RS6 Avant,865,Portugal,Vladimiro
1290,Porsche,Cayenne,400,Portugal,Vladimiro
1291,Range Rover,SVR,600,Portugal,Vladimiro
1292,Mercedes,Maybach V,1600,Portugal,Vladimiro
1293,Mercedes,S63 AMG,1000,Portugal,Vladimiro
1294,Range Rover,Sport,525,Portugal,Vladimiro
1295,Mercedes,E53 AMG,500,Portugal,Vladimiro
1296,Audi,RS5,350,Portugal,Vladimiro
1297,Audi,RS3,375,Portugal,Vladimiro
1298,BMW,X4 M Comp,450,Portugal,Vladimiro
1299,Chevrolet,Camaro 6.2 SS,400,Portugal,Vladimiro
1300,Audi,RSQ3,400,Portugal,Vladimiro
1301,BMW,M4 Cabrio,600,Portugal,Vladimiro
1302,BMW,X3 M Comp,400,Portugal,Vladimiro
1303,Mercedes,E53 Cabrio,500,Portugal,Vladimiro
1304,Volkswagen,Golf R,250,Portugal,Vladimiro
1305,Mercedes,A45S,400,Portugal,Vladimiro
1306,Seat,Cupra,200,Portugal,Vladimiro
1307,Rolls Royce,Cullinan,2000,Dubai,
1308,Rolls Royce,Dawn,2300,Dubai,
1309,Rolls Royce,Ghost,1800,Dubai,
1310,Rolls Royce,Phantom,2500,Dubai,
1311,Bentley,Bentayga,1750,Dubai,
1312,Bentley,GTC,1850,Dubai,
1313,Mercedes-Benz,G63,1250,Dubai,
1314,Mercedes-Benz,Brabus G800,2750,Dubai,
1315,Mercedes-Benz,Brabus 4x4,2100,Dubai,
1316,Mercedes-Benz,GT,885,Dubai,
1317,Mercedes-Benz,SL63,1000,Dubai,
1318,Mercedes-Benz,S580 Brabus,2750,Dubai,
1319,Mercedes-Benz,S580,650,Dubai,
1320,Mercedes-Benz,E-class,300,Dubai,
1321,Mercedes-Benz,C200,250,Dubai,
1322,Mercedes-Benz,V250,400,Dubai,
1323,Mercedes-Benz,GLS,1100,Dubai,
1324,Lamborghini,Urus S,1450,Dubai,
1325,Lamborghini,Urus Performante,1450,Dubai,
1326,Lamborghini,STO,2000,Dubai,
1327,Lamborghini,Evo Spyder,1450,Dubai,
1328,Lamborghini,Aventador SVJ,3000,Dubai,
1329,Lamborghini,Urus Mansory,1225,Dubai,
1330,BMW,430I,275,Dubai,
1331,BMW,840I,500,Dubai,
1332,BMW,X6,400,Dubai,
1333,BMW,XM,850,Dubai,
1334,BMW,760I,650,Dubai,
1335,Ferrari,F8 Tributo,1500,Dubai,
1336,Range Rover,Sport,525,Dubai,
1337,Range Rover,HSE,600,Dubai,
1338,Maserati,MC20,1150,Dubai,
1339,McLaren,720S,1750,Dubai,
1340,Cadillac,Escalade Platinum Sport,600,Dubai,
1341,Dodge,Ram TRX,650,Dubai,
1342,Lotus,Emira,500,Dubai,
1343,Lotus,Eletre R,800,Dubai,
1344,GMC,Yukon Denali,500,Dubai,
1345,Audi,A6,300,Dubai,
1346,Porsche,911 Targa,750,Dubai,
1347,Porsche,911 Turbo S,1300,Dubai,
1348,Mercedes,A220 2021,225,Dubai,Ali
1349,Dodge,Charger 2020,500,Dubai,Ali
1350,Mercedes,S450 2022,350,Dubai,Ali
1351,Range Rover,Vogue 2023,600,Dubai,Ali
1352,Corvette,Sting Ray 2023 Z70,500,Dubai,Ali
1353,Hyundai,Elantra 2023,200,Dubai,Ali
1354,Range Rover,Defender 2023,575,Dubai,Ali
1355,Nissan,Patrol Platinum 2023,600,Dubai,Ali
1356,Range Rover,Sport 2020,525,Dubai,Ali
1357,Rolls Royce,Cullinan 2020,2000,Dubai,Ali
1358,Chevrolet,Camaro 2020 V4,225,Dubai,Ali
1359,Ford,Mustang 2020 V4,375,Dubai,Ali
1360,Mazda,6,225,Dubai,Ali
1361,Kia,Sportage 2023,200,Dubai,Ali
1362,Hyundai,Tucson 2022,200,Dubai,Ali
1363,Hyundai,Accent 2021,200,Dubai,Ali
1364,Audi,A3 2022,225,Dubai,Ali
1365,Audi,A6 2022,300,Dubai,Ali
1366,Mercedes,E300 2020,300,Dubai,Ali
1367,Mercedes,GLB 250 2021,225,Dubai,Ali
1368,Mercedes,C300 2021,300,Dubai,Ali
1369,Mercedes,AMG CLA 180 2021,225,Dubai,Ali
1370,Mercedes,C200 2022 Black,250,Dubai,Ali
1371,Mercedes,AMG G63,1325,Dubai,Ali
1372,GMC,Yukon 2020 Black,300,Dubai,Ali
1373,Nissan,Patrol Platinum 2021,600,Dubai,Ali
1374,Range Rover,Velar RS Dynamic 2020,650,Dubai,Ali
1375,Range Rover,Vogue Black 2020,600,Dubai,Ali
1376,Range Rover,Blue 2020,1000,Dubai,Ali
1377,Range Rover,RVR 2021 Carbon Fiber,1250,Dubai,Ali
1378,Range Rover,SVR Black 2021,600,Dubai,Ali
1379,Lamborghini,Urus MY20,1500,Dubai,Ali
1380,Lamborghini,Huracan EVO Spyder 2021,1500,Dubai,Ali
1381,Aston Martin,DBX 707,1500,Dubai,
1382,Audi,A3,225,Dubai,
1383,Audi,A4,250,Dubai,
1384,Audi,A5 Convertible,325,Dubai,
1385,Audi,A6,300,Dubai,
1386,Audi,Q5,325,Dubai,
1387,Audi,Q7,450,Dubai,
1388,Audi,Q8,525,Dubai,
1389,Audi,R8 Spider,1100,Dubai,
1390,Audi,RS6,865,Dubai,
1391,Audi,RS7,650,Dubai,
1392,Audi,RSQ3,400,Dubai,
1393,Audi,RSQ8,900,Dubai,
1394,Audi,TT,300,Dubai,
1395,Bentley,Bentayga,1750,Dubai,
1396,Bentley,Continental GTC W12,1550,Dubai,
1397,Bentley,Flying Spur,1300,Dubai,
1398,Bentley,GTC,1850,Dubai,
1399,BMW,430I Convertible,300,Dubai,
1400,BMW,520I,325,Dubai,
1401,BMW,840I Convertible,550,Dubai,
1402,BMW,M420i,325,Dubai,
1403,BMW,X5,1250,Dubai,
1404,BMW,X6,400,Dubai,
1405,BMW,X7 M50I,575,Dubai,
1406,BMW,XM,850,Dubai,
1407,BMW,740i,500,Dubai,
1408,BMW,M440I Convertible,375,Dubai,
1409,BMW,M760,600,Dubai,
1410,BMW,X5 M40,1300,Dubai,
1411,BMW,X6 M40,700,Dubai,
1412,BMW,840i,500,Dubai,
1413,Cadillac,Escalade,450,Dubai,
1414,Chevrolet,Camaro,225,Dubai,
1415,Chevrolet,Corvette,375,Dubai,
1416,Chevrolet,Suburban,325,Dubai,
1417,Ferrari,488 Spyder,1750,Dubai,
1418,Ferrari,F8 Tributo,1500,Dubai,
1419,Ferrari,F8 Tributo Spyder,1500,Dubai,
1420,Ferrari,Roma,1450,Dubai,
1421,Ferrari,Portofino M,1150,Dubai,
1422,Ford,Mustang GT V8,250,Dubai,
1423,GMC,Yukon,300,Dubai,
1424,GMC,Yukon AT4,375,Dubai,
1425,GMC,Yukon Denali XL,525,Dubai,
1426,Jeep,Wrangler,425,Dubai,
1427,Lamborghini,Performante Spyder,1900,Dubai,
1428,Lamborghini,Urus,1450,Dubai,
1429,Lamborghini,Aventador SVJ Roadster,3000,Dubai,
1430,Lamborghini,Evo Coupe,1350,Dubai,
1431,Lamborghini,Huracan Evo Spyder,1500,Dubai,
1432,Lamborghini,STO,2000,Dubai,
1433,Lamborghini,Urus Perfomante,1450,Dubai,
1434,Lamborghini,Urus S,1450,Dubai,
1435,Maserati,Levante,500,Dubai,
1436,Maserati,MC20,1150,Dubai,
1437,McLaren,Artura,1300,Dubai,
1438,Mercedes Benz,G700 Brabus,1200,Dubai,
1439,Mercedes Benz,C300 Convertible,300,Dubai,
1440,Mercedes Benz,E200 Convertible,300,Dubai,
1441,Mercedes Benz,EQS 53 AMG,550,Dubai,
1442,Mercedes Benz,G63 AMG,1250,Dubai,
1443,Mercedes Benz,GLE 450,375,Dubai,
1444,Mercedes Benz,GLE 53,750,Dubai,
1445,Mercedes Benz,GLS450,450,Dubai,
1446,Mercedes Benz,Maybach S680,1325,Dubai,
1447,Mercedes Benz,S500,600,Dubai,
1448,Mercedes Benz,S500 Convertible,600,Dubai,
1449,Mercedes Benz,S580 BRABUS,1250,Dubai,
1450,Mercedes Benz,S580 Maybach,650,Dubai,
1451,Mercedes Benz,S580 V8,1250,Dubai,
1452,Mercedes Benz,SL63,1000,Dubai,
1453,Mercedes Benz,V250,400,Dubai,
1454,Mercedes Benz,G500,1100,Dubai,
1455,Mercedes Benz,GT63 Black Series,1150,Dubai,
1456,Mini,Countryman,225,Dubai,
1457,Mini,Cooper S,225,Dubai,
1458,Nissan,Patrol Platinum V6,600,Dubai,
1459,Nissan,Patrol LE Platinum V8,600,Dubai,
1460,Porsche,911 Carrera Convertible,800,Dubai,
1461,Porsche,Boxster 718 Convertible,400,Dubai,
1462,Porsche,Carrera 911 Convertible,800,Dubai,
1463,Porsche,Cayenne,400,Dubai,
1464,Porsche,Cayenne Coupe,800,Dubai,
1465,Porsche,Panamera,750,Dubai,
1466,Porsche,Taycan Turbo,850,Dubai,
1467,Porsche,911 Carrera Coupé,600,Dubai,
1468,Porsche,911 GT3,1000,Dubai,
1469,Porsche,911 Turbo S,1300,Dubai,
1470,Porsche,Boxster GTS,400,Dubai,
1471,Range Rover,Defender,575,Dubai,
1472,Range Rover,Sport,525,Dubai,
1473,Range Rover,Velar,650,Dubai,
1474,Range Rover,Vogue HSE,600,Dubai,
1475,Rolls Royce,Cullinan Black Badge,2000,Dubai,
1476,Rolls Royce,Ghost Black Badge,1800,Dubai,
1477,Rolls Royce,Cullinan,2000,Dubai,
1478,Rolls Royce,Dawn,2300,Dubai,
1479,Rolls Royce,Ghost,1800,Dubai,
1480,Rolls Royce,Phantom EWB V12,2500,Dubai,
1481,Rolls Royce,Wraith,2500,Dubai,
1482,Rolls Royce,Wraith Black Badge,2500,Dubai,
1483,Tesla,Model X,350,Dubai,
1484,Tesla,Model Y,300,Dubai,
1485,Toyota,LAND CRUISER,300,Dubai,
1486,Audi,A4,250,Dubai,
1487,Audi,RS7,650,Dubai,
1488,Audi,Q8,525,Dubai,
1489,Audi,RSQ3,400,Dubai,
1490,Audi,RSQ8,900,Dubai,
1491,Bentley,Bentayga 2022,1750,Dubai,
1492,BMW,430i,275,Dubai,
1493,BMW,520i,325,Dubai,
1494,BMW,740Li,550,Dubai,
1495,BMW,840i,500,Dubai,
1496,BMW,X6,400,Dubai,
1497,BMW,XM,850,Dubai,
1498,Cadillac,Escalade,450,Dubai,
1499,Chevrolet,Corvette,375,Dubai,
1500,Chevrolet,Tahoe,300,Dubai,
1501,Ferrari,F8,1650,Dubai,
1502,GMC,Denali XL,525,Dubai,
1503,GMC,Yukon,300,Dubai,
1504,Hyundai,Accent,200,Dubai,
1505,Hyundai,Creta,200,Dubai,
1506,Hyundai,Elantra,200,Dubai,
1507,Hyundai,Kana,200,Dubai,
1508,Hyundai,Sonata,200,Dubai,
1509,Hyundai,Tucson,200,Dubai,
1510,Jeep,Wrangler,425,Dubai,
1511,Kia,Seltos,200,Dubai,
1512,Kia,Sorento,200,Dubai,
1513,Kia,Sportage,200,Dubai,
1514,Lamborghini,Urus,1450,Dubai,
1515,Mazda,3,200,Dubai,
1516,Mazda,6,200,Dubai,
1517,Mazda,CX-3,200,Dubai,
1518,Mazda,CX-5,200,Dubai,
1519,Mercedes,A200,250,Dubai,
1520,Mercedes,C200,250,Dubai,
1521,Mercedes,C300,300,Dubai,
